"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"265","GO:0044089","GO:0044089","positive regulation of cellular component biogenesis","55/1187","498/18903",3.24979701842241e-05,0.000683315810816968,0.000499829753935713,"ISG15/EPHA2/CLDN19/TAL1/STIL/TRABD2B/KIRREL1/LMOD1/ANKRD53/TACR1/OXTR/HYAL1/ZMYND10/EPHB1/P2RY12/LDB2/KIT/SNCA/SYNPO2/PLK4/TPPP/PIK3R1/MAP1B/TENM2/LRRN3/CAV1/CNTNAP2/NRG1/SFRP1/MAPK15/TEK/CCL21/NTRK2/TLR4/NEURL1/MMP1/MMP3/AMIGO2/RAPGEF3/RGCC/SLAIN1/FERMT2/FLRT2/CX3CL1/CDH5/HAS3/CDT1/ARHGEF15/SPAG5/HAP1/PRKCA/RASIP1/SYNDIG1/CLDN5/DOCK11",55
"264","GO:0140013","GO:0140013","meiotic nuclear division","28/1187","194/18903",3.21556768820987e-05,0.000678679665102477,0.000496438520285032,"CDC20/RAD54L/NUF2/ASPM/CYP26B1/NCAPH/SGO1/MND1/PTTG1/TTK/NPM2/CCNE2/MAPK15/CKS2/KIF18A/RAD51AP1/ESPL1/BUB1B/RAD51/CCNB2/PLK1/FANCA/TOP2A/EME1/BRIP1/NDC80/PLCB1/AURKA",28
"263","GO:0007596","GO:0007596","blood coagulation","31/1187","225/18903",3.14520926334683e-05,0.000666353840888537,0.000487422464185668,"F3/PEAR1/SELP/PLA2G4A/CSRP1/CD34/FAP/TFPI/FN1/PROS1/P2RY12/PDGFRA/MMRN1/F2RL2/F12/EDN1/CAV1/TLR4/ADRA2A/SAA1/VWF/F7/F10/CTSG/TYRO3/PRKCA/EMILIN2/COMP/PLAUR/MYL9/F8",31
"261","GO:0048483","GO:0048483","autonomic nervous system development","12/1187","48/18903",2.99716487820099e-05,0.000639729957700765,0.000467947707752552,"FN1/ACKR3/TP63/SEMA3A/PLXNA4/GATA3/RET/EGR2/NAV2/EDNRB/KIF26A/SOX10",12
"262","GO:0050727","GO:0050727","regulation of inflammatory response","48/1187","414/18903",3.00806261517589e-05,0.000639729957700765,0.000467947707752552,"PTGER3/FCGR1A/TNFSF4/FNDC4/PPARG/DNASE1L3/CD200/MGLL/ADIPOQ/SNCA/PTGER4/TSLP/MIR145/F12/NT5E/LPL/PBK/FABP4/CCN3/CCN4/IL33/TEK/ANXA1/KLF4/TLR4/GATA3/FFAR4/ADAM8/SAA1/PDE2A/MMP3/IGF1/EDNRB/CMA1/TYRO3/GPRC5B/CX3CL1/CDH5/FANCA/NLRP1/C3/CEBPA/ZFP36/SIRPA/PTGIS/PPARA/MIR221/FOXP3",48
"260","GO:0001657","GO:0001657","ureteric bud development","18/1187","97/18903",2.98089235836857e-05,0.000638828162339603,0.000467288065247089,"KIF26B/OSR1/SIX2/RARB/SLIT2/PKD2/FGF2/SPRY1/FGF1/BMPER/SFRP1/PTCH1/GATA3/RET/LGR4/CAT/BMP2/GPC3",18
"257","GO:0002686","GO:0002686","negative regulation of leukocyte migration","13/1187","55/18903",2.69412977479967e-05,0.000579601973173118,0.000423965474010336,"DPP4/CD200/SLIT2/PTGER4/CCL28/DUSP1/HOXA7/CCN3/IL33/CCL21/CXCL12/MMP28/PLCB1",13
"258","GO:0006584","GO:0006584","catecholamine metabolic process","13/1187","55/18903",2.69412977479967e-05,0.000579601973173118,0.000423965474010336,"NPR1/EPAS1/SNCA/RNF180/SNCAIP/PRKN/GATA3/DRD2/ALDH2/KL/AOC2/MAOA/MAOB",13
"259","GO:0009712","GO:0009712","catechol-containing compound metabolic process","13/1187","55/18903",2.69412977479967e-05,0.000579601973173118,0.000423965474010336,"NPR1/EPAS1/SNCA/RNF180/SNCAIP/PRKN/GATA3/DRD2/ALDH2/KL/AOC2/MAOA/MAOB",13
"255","GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","31/1187","223/18903",2.6378672968389e-05,0.000574421101335373,0.000420175785765399,"PLA2G5/JUN/DDR2/GPBAR1/ACKR3/FGFR3/PDGFRA/FGF2/FGF1/AKAP12/MTURN/BMPER/INHBA/NRG1/ANGPT1/TEK/CCL21/MIR27B/TLR4/ACTA2/FFAR4/PDGFD/DRD2/IGF1/SPRY2/FERMT2/CX3CL1/CCL14/PRKCA/BMP2/MIR221",31
"256","GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","24/1187","152/18903",2.63912063786532e-05,0.000574421101335373,0.000420175785765399,"PID1/PPARG/KAT2B/PTH1R/ADIPOQ/SNCA/FGF1/BMP6/GPLD1/ADCYAP1R1/MLXIPL/ANXA1/SORBS1/ADM/DGAT2/ABCD2/GPD1/AVPR1A/IGF1/FOXO1/IRS2/CES1/PPARA/RGN",24
"254","GO:0002062","GO:0002062","chondrocyte differentiation","20/1187","114/18903",2.59172029210463e-05,0.000568545884551456,0.000415878200208418,"COL11A1/OSR1/PKDCC/SIX2/EFEMP1/RARB/TGFBR2/PTH1R/FGFR3/CYTL1/BMPR1B/BMP6/GPLD1/CCN3/CCN4/NFIB/ZBTB16/SOX5/COMP/BMP2",20
"253","GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","23/1187","142/18903",2.5431560392856e-05,0.000560097448652148,0.000409698364223584,"CLSPN/ORC1/NES/KIF14/DTL/CENPF/CDC25A/CCNA2/CCNB1/CDC25C/ABCB1/CDC14B/CDK1/FOXM1/CIT/FOXN3/BLM/PKMYT1/PLK1/AURKB/CDC6/PLCB1/AURKA",23
"252","GO:0007162","GO:0007162","negative regulation of cell adhesion","39/1187","308/18903",2.35298000593556e-05,0.000520270023534641,0.00038056552142784,"MUC1/TNFSF4/FZD7/EPHA4/ADIPOQ/PDE5A/SEMA5A/CCL28/PIK3R1/DUSP1/BMP6/NOTCH4/DACT2/HOXA7/FGL2/PLXNA4/DLC1/ANGPT1/KANK1/CCL21/ANXA1/KLF4/CXCL12/VSIR/PDE3B/FZD4/RND1/RGCC/CTSG/CORO2B/CX3CL1/CDH13/IL4I1/PRNP/BMP2/PPARA/ARHGAP6/MIR221/FOXP3",39
"251","GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","8/1187","21/18903",2.29898700271864e-05,0.000510356795982004,0.000373314224136154,"CDCA8/KIF2C/NUF2/KAT2B/CENPE/CDT1/AURKB/NDC80",8
"249","GO:0006939","GO:0006939","smooth muscle contraction","20/1187","113/18903",2.26887993229804e-05,0.000505687959310587,0.000369899077804548,"EDN2/PTGER3/RGS2/TACR1/NMUR1/OXTR/MYLK/KIT/ADRB2/MIR145/EDN1/CAV1/ACTA2/ADRA2A/DRD2/EDNRB/MYH11/CNN1/COMP/EDN3",20
"250","GO:1905954","GO:1905954","positive regulation of lipid localization","20/1187","113/18903",2.26887993229804e-05,0.000505687959310587,0.000369899077804548,"PLA2G4A/PLA2R1/MIR10B/PPARG/ADIPOQ/SPP1/ACSL1/BMP6/EDN1/EEPD1/CAV1/LPL/PTCH1/ACACB/NMB/CES1/ABCA5/MAP2K6/C3/PLTP",20
"247","GO:0030278","GO:0030278","regulation of ossification","21/1187","122/18903",2.21518413223428e-05,0.000497701854226185,0.000364057426146482,"ISG15/CCN1/S1PR1/DDR2/OSR1/PKDCC/SIX2/TACR1/BMPR1B/PTGER4/ADRB2/BMP6/PTN/SFRP1/GDF10/EGR2/ZBTB16/KL/COMP/BMP2/GPM6B",21
"248","GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","21/1187","122/18903",2.21518413223428e-05,0.000497701854226185,0.000364057426146482,"STIL/DDR2/DTL/CDC25A/HYAL1/CCNB1/CDC25C/EZH2/MAPK15/ANXA1/CDK1/CDCA5/ESPL1/RGCC/DLGAP5/CDT1/CDC6/PLCB1/FAM83D/ADAMTS1/MIR221",21
"246","GO:0045778","GO:0045778","positive regulation of ossification","13/1187","54/18903",2.18160096496942e-05,0.00049414148686218,0.000361453099544784,"ISG15/CCN1/OSR1/PKDCC/TACR1/BMPR1B/ADRB2/BMP6/PTN/ZBTB16/KL/BMP2/GPM6B",13
"244","GO:0120254","GO:0120254","olefinic compound metabolic process","25/1187","160/18903",2.17096896212783e-05,0.000493740369672502,0.000361159691572888,"GSTM2/PLA2G4A/MGLL/ADH1C/CYP2U1/EGR1/BMP6/ALDH1A1/AKR1C1/AKR1C2/AKR1C3/RBP4/PNPLA2/ADM/DKK3/DGAT2/RDH5/HSD17B6/EDNRB/ALDH1A2/CYP11A1/ALDH1A3/LIPE/BMP2/PTGIS",25
"245","GO:1990845","GO:1990845","adaptive thermogenesis","25/1187","160/18903",2.17096896212783e-05,0.000493740369672502,0.000361159691572888,"MFAP2/ALPL/BMP8A/LEPR/G0S2/EPAS1/ACADL/OXTR/ADIPOQ/ACSL1/ARRDC3/ADRB2/CAV1/LEP/EBF2/FABP4/ALDH1A1/TLR4/FFAR4/LGR4/HOXC10/ZNF423/MAP2K6/NOVA2/ADAMTS5",25
"243","GO:0044771","GO:0044771","meiotic cell cycle phase transition","6/1187","11/18903",2.1268519929521e-05,0.00048768803723165,0.00035673254999829,"CDC25A/CDC25C/TTK/MAPK15/CCNB2/NDC80",6
"242","GO:0007599","GO:0007599","hemostasis","32/1187","231/18903",2.11364664612448e-05,0.000486662773231636,0.000355982593031491,"F3/PEAR1/SELP/PLA2G4A/CSRP1/CD34/FAP/TFPI/FN1/PROS1/P2RY12/PDGFRA/MMRN1/F2RL2/F12/EDN1/CAV1/TLR4/ADRA2A/SAA1/VWF/F7/F10/CTSG/TYRO3/PRKCA/EMILIN2/COMP/PLAUR/MYL9/AVPR2/F8",32
"241","GO:0032835","GO:0032835","glomerulus development","15/1187","69/18903",1.94619733282342e-05,0.000449967283754859,0.000329140688914273,"CD34/OSR1/KLF15/ADIPOQ/PDGFRA/EGR1/AQP1/ANGPT1/TEK/RET/ACTA2/LGR4/PDGFD/EDNRB/PECAM1",15
"240","GO:0001990","GO:0001990","regulation of systemic arterial blood pressure by hormone","11/1187","39/18903",1.87094532813403e-05,0.000434371140348451,0.000317732469760306,"EDN2/TACR1/OXTR/EDN1/PCSK5/AVPR1A/EDNRB/CMA1/CTSG/EDN3/AVPR2",11
"239","GO:0030595","GO:0030595","leukocyte chemotaxis","33/1187","240/18903",1.8472065552498e-05,0.000430654180997988,0.000315013599732536,"EDN2/S1PR1/S100A14/DPP4/ITGA9/CX3CR1/SLIT2/KIT/CXCL3/CXCL2/CXCL9/CXCL10/CXCL11/DUSP1/NEDD9/EDN1/PTN/RARRES2/CCN3/CCL21/ANXA1/CXCL12/ADAM8/SAA1/EDNRB/F7/CTSG/CX3CL1/IL34/MMP28/CCL14/EDN3/VEGFD",33
"238","GO:0003158","GO:0003158","endothelium development","23/1187","139/18903",1.78546225276651e-05,0.000418008221530041,0.000305763372079253,"S1PR1/CD34/PROX1/ATOH8/CXCL10/FGF1/BMP6/NOTCH4/HEY2/NRG1/SOX17/PDE2A/ROBO4/APOLD1/RAPGEF3/EDNRB/CDH5/TMEM100/PECAM1/PLCB1/PPP1R16B/CLDN5/FOXP3",23
"237","GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","13/1187","53/18903",1.75648961022839e-05,0.000412960342117832,0.000302070964725931,"JUN/DDR2/FN1/PDGFRA/CCNA2/CCNB1/AQP1/CD248/PDGFD/IGF1/CDC6/NGFR/E2F1",13
"234","GO:0032409","GO:0032409","regulation of transporter activity","41/1187","326/18903",1.7270378539958e-05,0.000409702805738058,0.000299688152003959,"GSTM2/OSR1/PPARG/STAC/KCNAB1/ADIPOQ/PKD2/SNCA/ANK2/ADRB2/EDN1/SGK1/UTRN/CACNA2D1/ABCB1/RELN/CAV1/KCNIP2/ADRA2A/AHNAK/CNIH2/TRPC6/DRD2/FXYD6/SCN2B/SCN3B/ABCC9/TESC/CABP1/ATP1B2/STAC2/HAP1/CACNG4/PRNP/REM1/SGK2/JPH2/MAPK8IP2/DMD/RGN/CLIC2",41
"235","GO:0010259","GO:0010259","multicellular organism aging","9/1187","26/18903",1.73528108675846e-05,0.000409702805738058,0.000299688152003959,"ALPL/INHBB/TP63/EDN1/INHBA/CRYAB/AVPR1A/RNF165/COMP",9
"236","GO:0033622","GO:0033622","integrin activation","9/1187","26/18903",1.73528108675846e-05,0.000409702805738058,0.000299688152003959,"SELP/KIF14/FN1/P2RY12/PTGER4/CXCL12/FERMT2/CX3CL1/RASIP1",9
"232","GO:0071774","GO:0071774","response to fibroblast growth factor","21/1187","120/18903",1.70882230893523e-05,0.000408731757244212,0.000298977852429363,"ZFP36L2/CPS1/HYAL1/FGFR3/KLB/NDNF/FGF2/SPRY1/FGF1/EGR3/SFRP1/GATA3/CREB3L1/NR4A1/KL/SPRY2/FLRT2/FGF7/SHCBP1/NGFR/ZFP36",21
"233","GO:0001823","GO:0001823","mesonephros development","19/1187","102/18903",1.70916187074482e-05,0.000408731757244212,0.000298977852429363,"KIF26B/OSR1/SIX2/RARB/SLIT2/PKD2/FGF2/SPRY1/FGF1/BMPER/SFRP1/PTCH1/GATA3/RET/LGR4/CAT/ZBTB16/BMP2/GPC3",19
"231","GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","22/1187","129/18903",1.65725024499887e-05,0.000399748846975484,0.00029240706077173,"TAL1/STIL/DDR2/DTL/CDC25A/HYAL1/CCNB1/CDC25C/ANXA1/CDK1/CDCA5/ESPL1/RGCC/FOXA1/DLGAP5/MEIS2/CDT1/CDC6/PRKCA/PLCB1/ADAMTS1/MIR221",22
"230","GO:0051781","GO:0051781","positive regulation of cell division","18/1187","93/18903",1.64080029551979e-05,0.000397501706375489,0.000290763329256412,"CDCA8/TAL1/KIF14/ECT2/FGF2/FGF1/PTN/CDC14B/CAT/PDGFD/DRD2/RACGAP1/CIT/FGF7/KIF23/AURKB/CDC6/VEGFD",18
"228","GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","25/1187","157/18903",1.55734248172614e-05,0.000378930668479392,0.000277179043403522,"PTGER3/PTGFR/ADGRL4/ADGRL2/S1PR1/RAMP1/PTH1R/ADCY5/CXCL9/CXCL10/CXCL11/PTGER4/ARRDC3/ADRB2/ADGRF5/MRAP2/ADRA2A/ADM/DRD2/ADGRD1/ADCY4/GNG2/PRKCA/GNAL/ADM2",25
"229","GO:0044839","GO:0044839","cell cycle G2/M phase transition","25/1187","157/18903",1.55734248172614e-05,0.000378930668479392,0.000277179043403522,"CLSPN/ORC1/NES/KIF14/DTL/CENPF/CDC25A/CCNA2/CCNB1/CDC25C/ABCB1/CDC14B/CDK1/FOXM1/CIT/FOXN3/CCNB2/BLM/PKMYT1/PLK1/AURKB/CDC6/NDC80/PLCB1/AURKA",25
"223","GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","34/1187","248/18903",1.47835596779863e-05,0.000366143774094492,0.000267825725109357,"PTGER3/PTGFR/ADGRL4/ADGRL2/S1PR1/RGS2/RAMP1/PTH1R/ADCY5/P2RY12/CXCL9/CXCL10/CXCL11/NPY1R/PTGER4/ARRDC3/ADRB2/EDN1/ADGRF5/MRAP2/AKAP12/ADCYAP1R1/GNAI1/ADRA2A/ADM/PDE2A/DRD2/ADGRD1/ADCY4/GNG2/PRKCA/GNAL/ADM2/AVPR2",34
"224","GO:0015849","GO:0015849","organic acid transport","41/1187","324/18903",1.49052494946562e-05,0.000366143774094492,0.000267825725109357,"RBP7/PLA2G5/SLC1A7/CRABP2/PLA2G4A/RGS2/PLA2R1/PPARG/SLC66A1L/SLC10A6/ABCG2/SNCA/ACSL1/SLC27A6/EDN1/SLC29A4/ABCB1/LEP/FABP4/APBA1/ANXA1/NTRK2/AKR1C1/FOLR1/FOLR2/DRD2/ABCD2/SLC16A7/AVPR1A/IRS2/NMB/SLC7A5/SLC16A11/SLC13A2/GFAP/MAP2K6/SLC16A3/SLC7A10/SLC17A7/PPARA/SLC7A3",41
"225","GO:0045598","GO:0045598","regulation of fat cell differentiation","24/1187","147/18903",1.49164818233039e-05,0.000366143774094492,0.000267825725109357,"ZFP36L2/PPARG/ADIPOQ/ID4/DLK2/LEP/RARRES2/LPL/SFRP1/RUNX1T1/CCN4/MIR27B/GATA3/CCDC3/FFAR4/LGALS12/ZBTB16/MEDAG/FOXO1/FERMT2/CEBPA/ZFP36/BMP2/E2F1",24
"226","GO:0106106","GO:0106106","cold-induced thermogenesis","24/1187","147/18903",1.49164818233039e-05,0.000366143774094492,0.000267825725109357,"MFAP2/ALPL/LEPR/G0S2/EPAS1/ACADL/OXTR/ADIPOQ/ACSL1/ARRDC3/ADRB2/CAV1/LEP/EBF2/FABP4/ALDH1A1/TLR4/FFAR4/LGR4/HOXC10/ZNF423/MAP2K6/NOVA2/ADAMTS5",24
"227","GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","24/1187","147/18903",1.49164818233039e-05,0.000366143774094492,0.000267825725109357,"MFAP2/ALPL/LEPR/G0S2/EPAS1/ACADL/OXTR/ADIPOQ/ACSL1/ARRDC3/ADRB2/CAV1/LEP/EBF2/FABP4/ALDH1A1/TLR4/FFAR4/LGR4/HOXC10/ZNF423/MAP2K6/NOVA2/ADAMTS5",24
"222","GO:0071674","GO:0071674","mononuclear cell migration","30/1187","206/18903",1.42789939744514e-05,0.000358389884800195,0.000262153933945357,"ARTN/S1PR1/S100A14/CX3CR1/CD200/SLIT2/CXCL10/CXCL11/DUSP1/NEDD9/RARRES2/CCN3/CCL21/ANXA1/GATA3/RET/CXCL12/ADAM8/SAA1/PDGFD/CTSG/CX3CL1/IL34/SPNS2/CCL14/PECAM1/SIRPA/PLCB1/JAM2/XG",30
"221","GO:0001656","GO:0001656","metanephros development","18/1187","92/18903",1.40457120619284e-05,0.000354129898683551,0.000259037852363833,"CD34/KIF26B/OSR1/SIX2/ADIPOQ/PDGFRA/PKD2/SPRY1/IRX1/EGR1/AQP1/SOX17/PTCH1/GATA3/RET/LGR4/HOXC11/GPC3",18
"220","GO:0010876","GO:0010876","lipid localization","55/1187","483/18903",1.36898741725179e-05,0.000346727176769408,0.000253622932038226,"RBP7/PLA2G5/CRABP2/PLA2G4A/ACVR1C/PLA2R1/MIR10B/GULP1/CIDEC/PPARG/PLSCR4/ADIPOQ/SLC10A6/SPP1/ABCG2/ACSL1/SLC27A6/BMP6/EDN1/PRKN/EEPD1/INHBA/ABCB1/CAV1/LEP/LPL/FABP4/SQLE/VLDLR/ANXA1/MIR27B/PTCH1/AKR1C1/RBP4/PNPLA2/STARD10/DGAT2/FZD4/DRD2/APOLD1/ABCD2/ACACB/IRS2/NMB/SMIM22/CES1/SPNS2/ABCA9/ABCA6/ABCA10/ABCA5/MAP2K6/C3/PLTP/PPARA",55
"219","GO:0010639","GO:0010639","negative regulation of organelle organization","45/1187","366/18903",1.22710640118841e-05,0.000312211729106019,0.000228375678221654,"CDCA8/CDC20/S1PR1/NUF2/LMOD1/CENPF/PLEKHH2/SPTBN1/SPC25/PPARG/KAT2B/SLIT2/SNCA/MAD2L1/PIK3R1/CCNB1/MAP1B/PTTG1/DUSP1/TTK/PRKN/DLC1/RHPN1/KANK1/GSN/ZWINT/ADD3/ESPL1/IGF1/BUB1B/TMOD2/CORO2B/CCNF/PLK1/CDH5/CDT1/AURKB/TOP2A/NDC80/FHOD3/KANK3/SPC24/SPEF1/MID1/ARHGAP6",45
"218","GO:0001709","GO:0001709","cell fate determination","12/1187","44/18903",1.14602068319478e-05,0.000292918681044098,0.000214263258586683,"PTCH2/PROX1/CYP26B1/TNXB/NOTCH4/HOXA2/EBF2/SOX17/PTCH1/KLF4/GATA3/NTF4",12
"217","GO:0032411","GO:0032411","positive regulation of transporter activity","22/1187","126/18903",1.12718020862689e-05,0.000289430789053871,0.000211711946049153,"GSTM2/STAC/ADIPOQ/PKD2/ANK2/ADRB2/EDN1/SGK1/CACNA2D1/ABCB1/RELN/KCNIP2/TRPC6/TESC/ATP1B2/STAC2/HAP1/CACNG4/SGK2/JPH2/DMD/RGN",22
"216","GO:0045123","GO:0045123","cellular extravasation","16/1187","74/18903",1.11500488462054e-05,0.00028762996375489,0.000210394683881614,"SELP/CX3CR1/PTGER4/CCL28/LEP/CCL21/CXCL12/ADAM8/LYVE1/PDGFD/CX3CL1/PECAM1/SIRPA/PLCB1/JAM2/XG",16
"215","GO:0010517","GO:0010517","regulation of phospholipase activity","15/1187","66/18903",1.10029042579055e-05,0.000285154337325812,0.000208583820252681,"PLA2G5/CCN1/RGS2/PLA2R1/NMUR1/P2RY12/FGFR3/PDGFRA/KIT/SNCA/FGF2/ADCYAP1R1/ANXA1/AVPR1A/ARHGAP6",15
"213","GO:0051303","GO:0051303","establishment of chromosome localization","17/1187","82/18903",1.08397663086899e-05,0.000282553671418489,0.000206681493129631,"CDCA8/KIF2C/NUF2/KIF14/CENPF/ANKRD53/KAT2B/CENPE/CCNB1/KIFC1/KIF18A/CDCA5/CDT1/AURKB/SPAG5/NDC80/FAM83D",17
"214","GO:0021537","GO:0021537","telencephalon development","35/1187","255/18903",1.08518459590015e-05,0.000282553671418489,0.000206681493129631,"ASPM/KIF14/PROX1/OXTR/RARB/P2RY12/TACC3/SLIT2/ANXA3/LEF1/FAT4/ID4/AQP1/INHBA/SEMA3A/RELN/FOXP2/PLXNA4/CNTNAP2/EZH2/NRG1/TACC1/NFIB/NTRK2/LHX6/CXCL12/DIXDC1/DRD2/AVPR1A/ALDH1A3/ATP1B2/WDR62/BMP2/PLCB1/AVPR2",35
"212","GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","29/1187","193/18903",1.07422383141416e-05,0.000282338452294325,0.000206524065304649,"TNFRSF18/PLPP3/FCGR1A/EPHA4/ADIPOQ/FGFR3/DOK7/KIT/GHR/TSLP/BMP6/NEDD9/RELN/LEP/NRG1/ANGPT1/ENPP2/NEURL1/ADRA2A/CNTN1/IGF1/FGF7/GPRC5B/CTF1/IL34/PECAM1/PRNP/PTK6/MIR221",29
"210","GO:0060191","GO:0060191","regulation of lipase activity","18/1187","90/18903",1.02118995006939e-05,0.000270721095758485,0.000198026236969973,"PLA2G5/CCN1/RGS2/PLA2R1/NMUR1/P2RY12/FGFR3/PDGFRA/KIT/SNCA/FGF2/ADCYAP1R1/GPIHBP1/ANXA1/PCSK5/AVPR1A/ANGPTL4/ARHGAP6",18
"211","GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","47/1187","386/18903",1.02516423555349e-05,0.000270721095758485,0.000198026236969973,"CDCA8/CDC20/STIL/ASPM/CSRP1/LMOD1/NEK2/PROX1/CENPF/CENPA/KAT2B/KIF15/PDGFRA/CENPE/PLK4/CENPK/CCDC69/EDN1/KIFC1/SQLE/MAPK15/KIFC2/PGM5/GSN/KIF11/C10orf90/RACGAP1/DLGAP5/GOLGA8A/STARD9/TMOD2/CCNB2/KIF23/CCDC78/SMIM22/MYH11/PLK1/AURKB/SPAG5/KRT19/NDC80/FHOD3/MISP/WDR62/MYL9/AURKA/KIF4A",47
"209","GO:0046890","GO:0046890","regulation of lipid biosynthetic process","28/1187","182/18903",9.64561775451307e-06,0.000257154938412186,0.000188102905794382,"CCN1/PROX1/ACADL/HSD17B13/EGR1/FGF1/NR3C1/BMP6/GPLD1/ADGRF5/MLXIPL/PDK4/LEP/ANXA1/AKR1C3/CCDC3/SORBS1/ADM/DKK3/DGAT2/THRSP/ABCD2/AVPR1A/CES1/C3/BMP2/PPARA/RGN",28
"208","GO:1903046","GO:1903046","meiotic cell cycle process","31/1187","212/18903",9.51033313775873e-06,0.000254767193478806,0.000186356325452438,"CDC20/RAD54L/NUF2/ASPM/CYP26B1/NCAPH/SGO1/CDC25A/MND1/CDC25C/PTTG1/EDN1/TTK/NPM2/CCNE2/MAPK15/CKS2/KIF18A/RAD51AP1/ESPL1/BUB1B/RAD51/CCNB2/PLK1/FANCA/TOP2A/EME1/BRIP1/NDC80/PLCB1/AURKA",31
"207","GO:0040013","GO:0040013","negative regulation of locomotion","50/1187","419/18903",9.4637471561099e-06,0.000254743957264949,0.000186339328697979,"CLDN19/ACVR1C/DPP4/EPHA4/PPARG/CX3CR1/SEMA3G/ADAMTS9/CD200/ADIPOQ/SLIT2/FGF2/SEMA5A/PTGER4/CCL28/ARRDC3/MIR145/DUSP1/NEDD9/MEOX2/HOXA7/SEMA3A/SEMA3D/DLC1/NRG1/SFRP1/CCN3/MAPK15/KANK1/IL33/CCL21/RECK/KLF4/GATA3/CXCL12/MMRN2/DRD2/DCN/RGCC/CX3CL1/ATP1B2/MMP28/NGFR/CYGB/EMILIN2/PTPRM/PLCB1/CLDN5/MIR221/RGN",50
"205","GO:0070293","GO:0070293","renal absorption","10/1187","30/18903",8.65897953644548e-06,0.000234567587169985,0.000171580779370949,"KIRREL1/ADIPOQ/KLHL3/EDN1/SGK1/AQP1/GSN/AKR1C3/FOLR1/EDNRB",10
"206","GO:0050000","GO:0050000","chromosome localization","18/1187","89/18903",8.67209672595422e-06,0.000234567587169985,0.000171580779370949,"CDCA8/KIF2C/NUF2/KIF14/CENPF/ANKRD53/KAT2B/CENPE/CCNB1/KIFC1/KIF18A/CDCA5/DLGAP5/CDT1/AURKB/SPAG5/NDC80/FAM83D",18
"204","GO:0030900","GO:0030900","forebrain development","47/1187","383/18903",8.33262572515534e-06,0.000227595051669439,0.000166480530484012,"STIL/ASPM/KIF14/PROX1/INHBB/OXTR/RARB/P2RY12/TACC3/SLIT2/ANXA3/LEF1/NDNF/FGF2/FAT4/SEMA5A/PITX1/ID4/AQP1/INHBA/SEMA3A/RELN/FOXP2/PLXNA4/CNTNAP2/EZH2/DLC1/NRG1/TACC1/NFIB/NTRK2/LHX6/CXCL12/DIXDC1/DRD2/AVPR1A/TYRO3/ALDH1A2/ALDH1A3/ATP1B2/HAP1/WDR62/BMP2/PLCB1/E2F1/PTCHD1/AVPR2",47
"203","GO:0007080","GO:0007080","mitotic metaphase plate congression","14/1187","57/18903",8.25753036054361e-06,0.000226654971275611,0.000165792883360253,"CDCA8/KIF2C/NUF2/KIF14/ANKRD53/KAT2B/CENPE/CCNB1/KIFC1/KIF18A/CDCA5/CDT1/AURKB/NDC80",14
"202","GO:2001251","GO:2001251","negative regulation of chromosome organization","19/1187","97/18903",8.03480065135886e-06,0.00022163321400679,0.000162119583752275,"CDCA8/CDC20/NUF2/CENPF/SPC25/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/ZWINT/ESPL1/BUB1B/PLK1/CDT1/AURKB/TOP2A/NDC80/SPC24",19
"200","GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","17/1187","80/18903",7.64794847672844e-06,0.000213022948138317,0.000155821372877841,"ROR1/SELP/FN1/PDGFRA/KIT/FGF2/RELN/LEP/ANGPT1/TEK/NTRK2/UNC5B/CAT/PDGFD/DCN/IGF1/NTRK3",17
"201","GO:0042698","GO:0042698","ovulation cycle","16/1187","72/18903",7.68442436751645e-06,0.000213022948138317,0.000155821372877841,"OXTR/TIMP4/SLIT2/PDGFRA/BMPR1B/EGR1/SLIT3/INHBA/LEP/PTN/GDF10/FZD4/A2M/TYRO3/MAP2K6/ADAMTS1",16
"198","GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","21/1187","114/18903",7.51530241207054e-06,0.000211373377427312,0.000154614749952498,"ZFP36L2/CPS1/HYAL1/FGFR3/KLB/NDNF/FGF2/SPRY1/FGF1/EGR3/SFRP1/GATA3/CREB3L1/NR4A1/KL/SPRY2/FLRT2/FGF7/SHCBP1/NGFR/ZFP36",21
